,osm_id,name,highway,railway,amenity,operator,parking,surface,tunnel,bridge,smoothness,width,capacity,layer,public_tra,aeroway,building,barrier,oneway,geometry,names,clean_name,clean_name2,genero,_merge
6757,71069495.0,Santa Carmela,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.062398 -12.019174, -77.0623059 -12.0196577, -77.0621606 -12.0206463, -77.06213099999999 -12.0208481, -77.06211639999999 -12.0209475, -77.0620842 -12.0210524, -77.06199479999999 -12.0213051, -77.0619447 -12.0213777, -77.0617409 -12.021661, -77.0614619 -12.0218709, -77.0610404 -12.0221661, -77.06034339999999 -12.0226028, -77.0601771 -12.0226789, -77.06006720000001 -12.0227104, -77.0598633 -12.0227418, -77.05970739999999 -12.0227192, -77.0592798 -12.0226572)",Santa Carmela,"['santa', 'carmela']","['santa', 'carmela']",f,both
6758,71069496.0,Santa Veronica,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0618039 -12.0230003, -77.0616121 -12.0228468, -77.06142970000001 -12.0226579, -77.0612259 -12.022427, -77.0610404 -12.0221661, -77.0607474 -12.0217241, -77.0604925 -12.0213254)",Santa Veronica,"['santa', 'veronica']","['santa', 'veronica']",f,both
6759,71069497.0,María Antonieta,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0629969 -12.0215433, -77.06315619999999 -12.0219589, -77.0631765 -12.0220601, -77.06316459999999 -12.0221352, -77.0631175 -12.0222167, -77.0630519 -12.0222873, -77.0629711 -12.0223254, -77.0628756 -12.0223451, -77.06211639999999 -12.0222906, -77.06201129999999 -12.0223122, -77.06194290000001 -12.0223269, -77.0618973 -12.0223418, -77.0618267 -12.0223746, -77.06170640000001 -12.0224358, -77.0616388 -12.0224789, -77.0615585 -12.0225425, -77.06142970000001 -12.0226579, -77.06132239999999 -12.0228363, -77.06124730000001 -12.0229937, -77.061183 -12.0235184, -77.0611571 -12.0236295, -77.0611048 -12.0237547)",María Antonieta,"['maria', 'antonieta']","['maria', 'antonieta']",f,both
6761,71069499.0,Santa Clorinda,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0606204 -12.0169556, -77.06059430000001 -12.0169898, -77.0604526 -12.0178928, -77.0603788 -12.0183549, -77.06030130000001 -12.0188626, -77.0602198 -12.0193668, -77.0601396 -12.0198017, -77.0601168 -12.0199482, -77.0600189 -12.0205768, -77.0599888 -12.0207702, -77.0598682 -12.0215447, -77.05975599999999 -12.0222382)",Santa Clorinda,"['santa', 'clorinda']","['santa', 'clorinda']",f,both
6762,71069500.0,Santa Lucrecia,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0623059 -12.0196577, -77.0617766 -12.0195906, -77.0612764 -12.0195203, -77.06123909999999 -12.0195152, -77.0602198 -12.0193668)",Santa Lucrecia,"['santa', 'lucrecia']","['santa', 'lucrecia']",f,both
6763,71069502.0,Santa Celia,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0612273 -12.0199625, -77.0607174 -12.0198871, -77.0601396 -12.0198017)",Santa Celia,"['santa', 'celia']","['santa', 'celia']",f,both
6778,71070138.0,Santa Clara,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.061699 -12.0239832, -77.06134470000001 -12.0238893, -77.06119289999999 -12.0238186, -77.0611048 -12.0237547, -77.0607586 -12.0234211, -77.06036760000001 -12.0230068, -77.0602389 -12.0228389, -77.0601771 -12.0226789)",Santa Clara,"['santa', 'clara']","['santa', 'clara']",f,both
6787,71070227.0,Jirón Teresa González de Fanning,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.06270550000001 -12.0264298, -77.0630407 -12.0260977, -77.0633577 -12.0258405, -77.0636777 -12.025517, -77.0640207 -12.0252227, -77.0641861 -12.0250808, -77.0643675 -12.0249252, -77.06472530000001 -12.0246181, -77.0657873 -12.023707)",Jirón Teresa González de Fanning,"['jiron', 'teresa', 'gonzalez', 'de', 'fanning']","['teresa', 'gonzalez', 'fanning']",f,both
6797,71070629.0,Jirón Chimpu Ocllo,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.06706010000001 -12.0257849, -77.0664096 -12.0250958, -77.0657448 -12.0243475)",Jirón Chimpu Ocllo,"['jiron', 'chimpu', 'ocllo']","['chimpu', 'ocllo']",f,both
6803,71070636.0,María Parado de Bellido,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.06739709999999 -12.0254905, -77.06706010000001 -12.0257849, -77.0667098 -12.0260909, -77.0663636 -12.0263933, -77.0659939 -12.0267162)",María Parado de Bellido,"['maria', 'parado', 'de', 'bellido']","['maria', 'parado', 'bellido']",f,both
6822,71071609.0,Santa Carolina,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.06213099999999 -12.0208481, -77.0622116 -12.0210078, -77.06233090000001 -12.0212492, -77.06245970000001 -12.0214092, -77.0626314 -12.0215561, -77.0629969 -12.0215433, -77.0631223 -12.0214526, -77.0632203 -12.0214158, -77.0633065 -12.021413, -77.0633876 -12.0214361, -77.0634573 -12.0214775, -77.0635245 -12.0215452, -77.0635735 -12.0216278, -77.06362319999999 -12.0217406, -77.06372570000001 -12.0221227, -77.0637306 -12.022193, -77.0637053 -12.022274, -77.0636631 -12.0223456, -77.06356169999999 -12.0224591, -77.0633931 -12.0226264, -77.06324290000001 -12.0227471, -77.06308199999999 -12.0228153, -77.0628889 -12.0228258, -77.06253479999999 -12.0227838, -77.0622022 -12.0227628, -77.0620413 -12.0227943, -77.0619018 -12.0228783, -77.0618039 -12.0230003)",Santa Carolina,"['santa', 'carolina']","['santa', 'carolina']",f,both
6823,71071610.0,Santa Fiorela,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0600398 -12.0240777, -77.0603713 -12.0237758, -77.0607586 -12.0234211)",Santa Fiorela,"['santa', 'fiorela']","['santa', 'fiorela']",f,both
6826,71071658.0,Santa Margarita,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0632107 -12.0193314, -77.0631312 -12.018969, -77.0630883 -12.018865, -77.0630323 -12.0188002, -77.06293839999999 -12.0187454, -77.06173699999999 -12.0185365, -77.0616091 -12.0185159, -77.0603788 -12.0183549)",Santa Margarita,"['santa', 'margarita']","['santa', 'margarita']",f,both
6854,71074928.0,Jirón Arco Iris,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.07789320000001 -12.0146963, -77.0767388 -12.014119)",Jirón Arco Iris,"['jiron', 'arco', 'iris']","['arco', 'iris']",f,both
6864,71075327.0,Mercedes Gallaguer,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0746791 -12.0222018, -77.0743264 -12.0220217, -77.0738966 -12.0218079)",Mercedes Gallaguer,"['mercedes', 'gallaguer']","['mercedes', 'gallaguer']",f,both
6867,71075330.0,Flora Tristan,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0730958 -12.0249757, -77.0716463 -12.025546)",Flora Tristan,"['flora', 'tristan']","['flora', 'tristan']",f,both
6873,71075337.0,Flora Tristan,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.07350030000001 -12.0248164, -77.0745325 -12.024422, -77.0746137 -12.0243909)",Flora Tristan,"['flora', 'tristan']","['flora', 'tristan']",f,both
6897,71075952.0,Isolina Soto,residential,,,,,,,,,,,,,,,,no,"LINESTRING (-77.0754029 -12.0220946, -77.0759286 -12.0211157)",Isolina Soto,"['isolina', 'soto']","['isolina', 'soto']",f,both
6908,71075963.0,Flora Tristan,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0754711 -12.023681, -77.0758809 -12.0235125, -77.0767793 -12.0231678)",Flora Tristan,"['flora', 'tristan']","['flora', 'tristan']",f,both
6939,71082507.0,Amalia Puga de Lozada,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0844177 -12.0259272, -77.0837308 -12.0262823, -77.0835439 -12.0263785, -77.0835211 -12.0263896, -77.0834538 -12.0264244, -77.0831524 -12.02658, -77.0827705 -12.026777, -77.0826641 -12.0268318, -77.0825365 -12.0268977, -77.0824089 -12.0269635, -77.0821322 -12.0271063, -77.0816988 -12.0273299, -77.08131640000001 -12.0275273, -77.08089409999999 -12.0277452, -77.0799837 -12.028215, -77.0798534 -12.0282822)",Amalia Puga de Lozada,"['amalia', 'puga', 'de', 'lozada']","['amalia', 'puga', 'lozada']",f,both
6947,71085171.0,Barrenechea,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0827705 -12.026777, -77.0826536 -12.0265721, -77.0825753 -12.026427, -77.08244980000001 -12.026178)",Barrenechea,['barrenechea'],['barrenechea'],f,both
6973,71089919.0,Jirón La Libertad,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0924277 -12.0263538, -77.09176050000001 -12.0264191, -77.0908925 -12.0264722, -77.0898778 -12.0265661, -77.08813480000001 -12.0267136, -77.08682399999999 -12.0268195, -77.0866991 -12.0268275, -77.0846784 -12.0270019, -77.0838971 -12.0270656, -77.0834157 -12.0270993, -77.0832195 -12.0271197)",Jirón La Libertad,"['jiron', 'la', 'libertad']",['libertad'],f,both
6982,71089930.0,Alameda Elvira Garcia Garcia,residential,,,,,,,,,,,,,,,,yes,"LINESTRING (-77.0863858 -12.0228037, -77.0868047 -12.0226046, -77.0883638 -12.0218634)",Alameda Elvira Garcia Garcia,"['alameda', 'elvira', 'garcia', 'garcia']","['alameda', 'elvira', 'garcia', 'garcia']",f,both
6983,71089931.0,Alameda Elvira Garcia Garcia,residential,,,,,,,,,,,,,,,,yes,"LINESTRING (-77.0884191 -12.0219728, -77.0872353 -12.0225261, -77.08643240000001 -12.0229014)",Alameda Elvira Garcia Garcia,"['alameda', 'elvira', 'garcia', 'garcia']","['alameda', 'elvira', 'garcia', 'garcia']",f,both
6991,71089940.0,Jirón Rebeca Carrion,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0877631 -12.0228098, -77.08795809999999 -12.0231985, -77.0881631 -12.0236073, -77.0883015 -12.0238814)",Jirón Rebeca Carrion,"['jiron', 'rebeca', 'carrion']","['rebeca', 'carrion']",f,both
7003,71094112.0,Belen,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.074873 -12.0295101, -77.0750517 -12.0300635, -77.0750938 -12.0301941, -77.07519480000001 -12.0305069, -77.0753665 -12.0305384)",Belen,['belen'],['belen'],f,both
7032,71094143.0,Jirón Puerto Esperanza,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.058886 -12.0312831, -77.0589796 -12.031865)",Jirón Puerto Esperanza,"['jiron', 'puerto', 'esperanza']","['puerto', 'esperanza']",f,both
7136,71187964.0,Calle Santa Rosa,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0990795 -12.0330689, -77.098383 -12.032355)",Calle Santa Rosa,"['calle', 'santa', 'rosa']","['santa', 'rosa']",f,both
7137,71187965.0,Calle Santa Rosa,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0995408 -12.0333312, -77.0991969 -12.0331357, -77.0990795 -12.0330689)",Calle Santa Rosa,"['calle', 'santa', 'rosa']","['santa', 'rosa']",f,both
7162,71208209.0,Isolina Soto,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0776898 -12.0179916, -77.077583 -12.0181583, -77.0773457 -12.0186096, -77.0771139 -12.0190259, -77.07688640000001 -12.0194933, -77.0768174 -12.019594, -77.0765749 -12.0200285, -77.0761772 -12.0207901)",Isolina Soto,"['isolina', 'soto']","['isolina', 'soto']",f,both
7198,71208769.0,Jirón Arnaldo Marquez,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.085421 -12.0184226, -77.08581599999999 -12.0182942, -77.0858896 -12.0182853, -77.0859581 -12.0182942, -77.0864041 -12.0183526)",Jirón Arnaldo Marquez,"['jiron', 'arnaldo', 'marquez']","['arnaldo', 'marquez']",f,both
7251,71211329.0,Calle Juana Alarco de Dammert,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0830935 -12.0137714, -77.0831068 -12.0147538)",Calle Juana Alarco de Dammert,"['calle', 'juana', 'alarco', 'de', 'dammert']","['juana', 'alarco', 'dammert']",f,both
7353,71283612.0,Calle Micaela Bastidas,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0950319 -12.0175978, -77.0936983 -12.0167607)",Calle Micaela Bastidas,"['calle', 'micaela', 'bastidas']","['micaela', 'bastidas']",f,both
7473,71284600.0,Calle Elvira García y García,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0906221 -12.0208697, -77.0910784 -12.0206508, -77.09110699999999 -12.0206367, -77.0915444 -12.0204209)",Calle Elvira García y García,"['calle', 'elvira', 'garcia', 'y', 'garcia']","['elvira', 'garcia', 'garcia']",f,both
7553,72499914.0,Santa Mercedes,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0099543 -12.1878786, -77.0099329 -12.1883715, -77.0098673 -12.1887537, -77.0098251 -12.1889696, -77.009765 -12.1891973, -77.00968399999999 -12.1894399, -77.00955740000001 -12.1897034, -77.00939440000001 -12.1899822, -77.0091121 -12.190392)",Santa Mercedes,"['santa', 'mercedes']","['santa', 'mercedes']",f,both
7554,72499915.0,Calle Santa Mónica,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0112725 -12.187462, -77.0111667 -12.1876899, -77.0111881 -12.1878157, -77.011517 -12.1882927, -77.0123905 -12.1895595)",Calle Santa Mónica,"['calle', 'santa', 'monica']","['santa', 'monica']",f,both
7560,72499928.0,Calle Santa Lucía,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.00886610000001 -12.1874332, -77.00891900000001 -12.1878267, -77.0089227 -12.1880674, -77.00888140000001 -12.1884659, -77.00878489999999 -12.1888644, -77.00864540000001 -12.1892, -77.00848449999999 -12.1894727, -77.00828060000001 -12.1898082, -77.0080339 -12.1901438, -77.0078101 -12.1903884)",Calle Santa Lucía,"['calle', 'santa', 'lucia']","['santa', 'lucia']",f,both
7568,72499945.0,Calle Santa Natalia,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0112922 -12.1934418, -77.01049620000001 -12.1941548, -77.00969480000001 -12.1948725)",Calle Santa Natalia,"['calle', 'santa', 'natalia']","['santa', 'natalia']",f,both
7571,72499957.0,Avenida Santa Teresa,tertiary,,,,,,,,,,,,,,,,,"LINESTRING (-77.0169989 -12.1861243, -77.0169495 -12.1861797, -77.0167785 -12.1864474, -77.01671020000001 -12.1865173, -77.0166169 -12.1865468, -77.0164498 -12.1866534, -77.01620990000001 -12.1867774, -77.0159886 -12.1868774, -77.01564399999999 -12.1870207, -77.01558060000001 -12.1870553, -77.015512 -12.1871235, -77.0154716 -12.1872914, -77.0154447 -12.1876374, -77.0154395 -12.1878413, -77.01544850000001 -12.1880451)",Avenida Santa Teresa,"['avenida', 'santa', 'teresa']","['santa', 'teresa']",f,both
7608,72729827.0,Calle La Victoria,tertiary,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.07780940000001 -11.8672848, -77.0775098 -11.8676204, -77.077191 -11.867968, -77.0766421 -11.8685667)",Calle La Victoria,"['calle', 'la', 'victoria']",['victoria'],f,both
7609,72729831.0,Avenida Santa Rosa,tertiary,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0743566 -11.8752855, -77.0748809 -11.8750137, -77.0753472 -11.8747321, -77.075422 -11.874688, -77.0755267 -11.8746631, -77.07561389999999 -11.8746762, -77.0757007 -11.8747527, -77.0758269 -11.8749093, -77.07594229999999 -11.8750206, -77.07637149999999 -11.8751781, -77.07673629999999 -11.8750626, -77.07738000000001 -11.8748106, -77.0775946 -11.8747371, -77.0778306 -11.8748001, -77.07812029999999 -11.8750101, -77.0785387 -11.8754195, -77.0788498 -11.8757555, -77.07918239999999 -11.8758185, -77.0796974 -11.875787, -77.08084959999999 -11.8755289, -77.0809263 -11.875522, -77.08122090000001 -11.8754091, -77.0815563 -11.8751713)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
7615,72729840.0,Calle La Esperanza,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.07425499999999 -11.8694529, -77.07442140000001 -11.8696241, -77.0744868 -11.8696877, -77.074994 -11.8701812, -77.0751752 -11.8703446, -77.0754587 -11.8705884, -77.07590980000001 -11.8709776)",Calle La Esperanza,"['calle', 'la', 'esperanza']",['esperanza'],f,both
7616,72729842.0,Calle Santa Josefina,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0724883 -11.867572, -77.07228069999999 -11.8674486, -77.0713717 -11.866877, -77.0706825 -11.866439, -77.0705499 -11.8663554)",Calle Santa Josefina,"['calle', 'santa', 'josefina']","['santa', 'josefina']",f,both
7633,72729863.0,Calle Santa Lucia,tertiary,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0744534 -11.8651364, -77.0747583 -11.865405, -77.0749309 -11.8655904, -77.0750292 -11.8656838, -77.07526780000001 -11.8659632, -77.0754476 -11.8662482, -77.075541 -11.8665737, -77.0755966 -11.8669809)",Calle Santa Lucia,"['calle', 'santa', 'lucia']","['santa', 'lucia']",f,both
7654,73952078.0,América,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.06968380000001 -12.0695665, -77.0691309 -12.069562, -77.06848460000001 -12.069543, -77.0683227 -12.0695156, -77.0682104 -12.0695194, -77.0681127 -12.0695317, -77.0680014 -12.0695545, -77.06791339999999 -12.0695895, -77.0678147 -12.0696423, -77.0677249 -12.0696967, -77.0677039 -12.0697164, -77.06764149999999 -12.0697751, -77.0672957 -12.0701052, -77.0669396 -12.0704406, -77.0665558 -12.0708044)",América,['america'],['america'],f,both
7663,73952087.0,Jirón Rio Santa,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0731682 -12.0698148, -77.0729558 -12.0680054, -77.07293989999999 -12.0678696)",Jirón Rio Santa,"['jiron', 'rio', 'santa']","['rio', 'santa']",f,both
7669,73952094.0,Calle La Luz,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0748048 -12.0710178, -77.0745593 -12.069692)",Calle La Luz,"['calle', 'la', 'luz']",['luz'],f,both
7686,73954271.0,María Parado de Bellido,residential,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.0586673 -12.0784282, -77.05894429999999 -12.0787607, -77.0593908 -12.0793047, -77.05960210000001 -12.0795458, -77.05964609999999 -12.079604)",María Parado de Bellido,"['maria', 'parado', 'de', 'bellido']","['maria', 'parado', 'bellido']",f,both
7716,75032322.0,Belén,residential,,,,,asphalt,,,,,,,,,,,,"LINESTRING (-77.0753258 -12.0345673, -77.0753519 -12.0336324, -77.07534939999999 -12.0334778, -77.07534649999999 -12.0328973, -77.07534649999999 -12.0327302, -77.07534649999999 -12.0323299, -77.07534649999999 -12.0319791)",Belén,['belen'],['belen'],f,both
7731,75032846.0,Puerto Esperanza,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0602305 -12.0332694, -77.0593707 -12.0333776, -77.0592984 -12.0334028, -77.0592876 -12.0334562, -77.0593078 -12.033529, -77.05957309999999 -12.033929, -77.0596963 -12.034151, -77.0598341 -12.0343993, -77.0598753 -12.0344464, -77.0599509 -12.0344464)",Puerto Esperanza,"['puerto', 'esperanza']","['puerto', 'esperanza']",f,both
7828,75037979.0,Santa Libertad,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0263824 -12.0359479, -77.0266393 -12.036411, -77.02674949999999 -12.0366097, -77.0268291 -12.0367626, -77.0272725 -12.0376142)",Santa Libertad,"['santa', 'libertad']","['santa', 'libertad']",f,both
7841,75037995.0,Avenida Santa Rosa,secondary,,,,,asphalt,,,,,,,,,,,yes,"LINESTRING (-77.013665 -12.0367361, -77.0136108 -12.0368331, -77.0135913 -12.0369072, -77.013588 -12.0369706, -77.0135992 -12.0370245, -77.01362949999999 -12.0370769, -77.01370199999999 -12.0371275, -77.0137781 -12.0371586, -77.0139971 -12.0372143, -77.01402400000001 -12.037222, -77.0142177 -12.0373069, -77.0143535 -12.0373916, -77.0155431 -12.038273)",Avenida Santa Rosa,"['avenida', 'santa', 'rosa']","['santa', 'rosa']",f,both
7845,75039222.0,Calle Perricholi,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0361305 -12.034446, -77.0361273 -12.0344483, -77.03515059999999 -12.0350083, -77.0350796 -12.0350454, -77.03503329999999 -12.035062, -77.03463259999999 -12.0351538)",Calle Perricholi,"['calle', 'perricholi']",['perricholi'],f,both
7865,75039276.0,Perricholi,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0358942 -12.034046, -77.0358887 -12.0340468, -77.03491459999999 -12.0346148, -77.0348219 -12.0346564, -77.0347153 -12.0346938, -77.0345418 -12.0347468)",Perricholi,['perricholi'],['perricholi'],f,both
7876,75040433.0,Calle Santa Rosa,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.03042720000001 -12.0357518, -77.0306574 -12.0356088, -77.03095209999999 -12.0354218, -77.0316088 -12.0350389, -77.0316344 -12.0349951)",Calle Santa Rosa,"['calle', 'santa', 'rosa']","['santa', 'rosa']",f,both
7918,75056958.0,Cecilia del Risco,living_street,,,,,,,,,,,,,,,,,"LINESTRING (-77.0322872 -12.0316273, -77.0318479 -12.0310652, -77.0309639 -12.0299342, -77.03062869999999 -12.0295052)",Cecilia del Risco,"['cecilia', 'del', 'risco']","['cecilia', 'risco']",f,both
7946,75223326.0,Jirón Tambo de Belen,pedestrian,,,,,,,,,,,,,,,,,"LINESTRING (-77.0361947 -12.0538829, -77.03687960000001 -12.0536861, -77.03740980000001 -12.0535296)",Jirón Tambo de Belen,"['jiron', 'tambo', 'de', 'belen']","['tambo', 'belen']",f,both
7947,75223328.0,Pasaje Nueva Rosita,residential,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.0385663 -12.0527691, -77.03861860000001 -12.0527748, -77.0397227 -12.0528303)",Pasaje Nueva Rosita,"['pasaje', 'nueva', 'rosita']","['nueva', 'rosita']",f,both
8065,77861319.0,Mama Ocllo,residential,,,,,concrete,,,,,,,,,,,yes,"LINESTRING (-77.0525415 -12.0688821, -77.053533 -12.06807, -77.0545455 -12.0672362)",Mama Ocllo,"['mama', 'ocllo']","['mama', 'ocllo']",f,both
8087,77861347.0,María Parado de Bellido,residential,,,,,,,,,,,,,,,,,"LINESTRING (-77.0629443 -12.0393016, -77.0616335 -12.0394765, -77.06039800000001 -12.0396617, -77.0591695 -12.0398398)",María Parado de Bellido,"['maria', 'parado', 'de', 'bellido']","['maria', 'parado', 'bellido']",f,both
